Chromosome,Start,End,Strand,Name,Transcript,ID
chr13,37422813,37453826,-,SMAD9,3,ENSG00000120693
chr13,37524079,37573437,-,ALG5,3,ENSG00000120697
chr13,37574943,37583436,+,EXOSC8,3,ENSG00000120699
chr13,37583809,37625627,-,SUPT20H,10,ENSG00000102710
chr13,37678380,37679393,-,CSNK1A1L,1,ENSG00000180138
chr13,38137470,38172863,-,POSTN,6,ENSG00000133110
chr13,38211040,38357470,-,TRPC4,10,ENSG00000133107
chr13,38924057,38934915,+,UFM1,4,ENSG00000120686
chr13,39261482,39454924,+,FREM2,1,ENSG00000150893
chr13,39540962,39564858,-,STOML3,2,ENSG00000133115
chr13,39585502,39611379,-,PROSER1,3,ENSG00000120685
chr13,39612777,39622063,+,NHLRC3,3,ENSG00000188811
chr13,39918073,40175353,-,LHFP,1,ENSG00000183722
chr13,40229864,40362493,+,COG6,8,ENSG00000133103
chr13,41111138,41111323,-,AL133318.1,1,ENSG00000269120
chr13,41133660,41240349,-,FOXO1,1,ENSG00000150907
chr13,41303508,41345272,-,MRPS31,1,ENSG00000102738
chr13,41367363,41383803,+,SLC25A15,3,ENSG00000102743
chr13,41507561,41556190,-,ELF1,3,ENSG00000120690
chr13,41635810,41657050,+,WBP4,2,ENSG00000120688
chr13,41704623,41706647,-,KBTBD6,2,ENSG00000165572
chr13,41766339,41768393,-,KBTBD7,1,ENSG00000120696
chr13,41791251,41837441,-,MTRF1,4,ENSG00000120662
chr13,41885665,41949738,+,NAA16,4,ENSG00000172766
chr13,42031844,42044621,+,RGCC,1,ENSG00000102760
chr13,42142333,42535151,-,VWA8,2,ENSG00000102763
chr13,42622910,42803324,+,DGKH,6,ENSG00000102780
chr13,42860485,42893364,+,AKAP11,1,ENSG00000023516
chr13,43148440,43181054,+,TNFSF11,5,ENSG00000120659
chr13,43358204,43362926,+,FAM216B,2,ENSG00000179813
chr13,43462386,43566301,-,EPSTI1,5,ENSG00000133106
chr13,43597763,43681384,+,DNAJC15,1,ENSG00000120675
chr13,43788126,43987050,-,ENOX1,3,ENSG00000120658
chr13,44411416,44443512,-,CCDC122,2,ENSG00000151773
chr13,44455122,44464409,+,LACC1,3,ENSG00000179630
chr13,44718054,44734991,-,SMIM2,1,ENSG00000139656
chr13,44948162,44971448,+,SERP2,3,ENSG00000151778
chr13,45008101,45150210,-,TSC22D1,6,ENSG00000102804
chr13,45515341,45563571,-,NUFIP1,1,ENSG00000083635
chr13,45563790,45602138,+,KIAA1704,4,ENSG00000133114
chr13,45694791,45857696,+,GTF2F2,1,ENSG00000188342
chr13,45767923,45768702,-,KCTD4,2,ENSG00000180332
chr13,45911521,45915204,-,TPT1,8,ENSG00000133112
chr13,45970109,45985560,-,SLC25A30,6,ENSG00000174032
chr13,46039172,46108866,+,COG3,1,ENSG00000136152
chr13,46115597,46171140,-,FAM194B,1,ENSG00000165837
chr13,46276526,46288507,+,SPERT,3,ENSG00000174015
chr13,46357518,46425764,-,SIAH3,1,ENSG00000215475
chr13,46531262,46619642,-,ZC3H13,4,ENSG00000123200
chr13,46627749,46679144,-,CPB2,2,ENSG00000080618
chr13,46701726,46733797,-,LCP1,5,ENSG00000136167
chr13,46787170,46850938,+,LRRC63,3,ENSG00000173988
chr13,46917447,46952088,-,KIAA0226L,12,ENSG00000102445
chr13,47127532,47324785,+,LRCH1,5,ENSG00000136141
chr13,47345551,47365548,-,ESD,4,ENSG00000139684
chr13,47408972,47470968,-,HTR2A,3,ENSG00000102468
chr13,48517506,48575405,-,SUCLA2,6,ENSG00000136143
chr13,48611883,48619935,+,NUDT15,1,ENSG00000136159
chr13,48651275,48669214,-,MED4,3,ENSG00000136146
chr13,48807497,48835360,+,ITM2B,4,ENSG00000136156
chr13,48878049,49054207,+,RB1,2,ENSG00000139687
chr13,48985525,48986559,-,LPAR6,2,ENSG00000139679
chr13,49064247,49096500,-,RCBTB2,4,ENSG00000136161
chr13,49280954,49281994,+,CYSLTR2,1,ENSG00000152207
chr13,49580327,49781531,+,FNDC3A,5,ENSG00000102531
chr13,49794474,49796513,+,MLNR,2,ENSG00000102539
chr13,49822174,49865893,+,CDADC1,6,ENSG00000102543
chr13,49884950,49957046,-,CAB39L,9,ENSG00000102547
chr13,50007495,50020554,-,AL136218.1,1,ENSG00000215462
chr13,50026030,50065985,+,SETDB2,3,ENSG00000136169
chr13,50070138,50102801,+,PHF11,8,ENSG00000136147
chr13,50108258,50141415,-,RCBTB1,3,ENSG00000136144
chr13,50204584,50205174,+,ARL11,1,ENSG00000152213
chr13,50235104,50265560,-,EBPL,6,ENSG00000123179
chr13,50275659,50366642,-,KPNA3,2,ENSG00000102753
chr13,50489199,50510371,-,SPRYD7,2,ENSG00000123178
chr13,50575242,50587300,+,TRIM13,7,ENSG00000204977
chr13,50589630,50594590,+,KCNRG,2,ENSG00000198553
chr13,50656573,50678955,+,DLEU1,1,ENSG00000176124
chr13,51287353,51417782,-,DLEU7,2,ENSG00000186047
chr13,51484213,51544100,+,RNASEH2B,2,ENSG00000136104
chr13,51796638,51855392,+,FAM124A,2,ENSG00000150510
chr13,51915228,51938418,+,SERPINE3,4,ENSG00000253309
chr13,51939888,52026661,-,INTS6,15,ENSG00000102786
chr13,52158824,52333905,+,WDFY2,1,ENSG00000139668
chr13,52342323,52378245,-,DHRS12,3,ENSG00000102796
chr13,52439515,52440216,+,CCDC70,1,ENSG00000123171
chr13,52508892,52585473,-,ATP7B,8,ENSG00000123191
chr13,52586555,52602726,+,ALG11,2,ENSG00000253710
chr13,52602941,52605241,+,UTP14C,1,ENSG00000253797
chr13,52639543,52701618,-,NEK5,2,ENSG00000197168
chr13,52707278,52730389,-,NEK3,9,ENSG00000136098
chr13,52951546,52976735,-,THSD1,3,ENSG00000136114
chr13,52989965,53024729,-,VPS36,1,ENSG00000136100
chr13,53029692,53049276,+,CKAP2,6,ENSG00000136108
chr13,53216628,53217590,+,HNRNPA1L2,3,ENSG00000139675
chr13,53227056,53261970,+,SUGT1,3,ENSG00000165416
chr13,53277730,53313836,-,LECT1,3,ENSG00000136110
chr13,53418695,53422571,-,PCDH8,2,ENSG00000136099
chr13,53602972,53624906,+,OLFM4,1,ENSG00000102837
chr13,57715439,57717125,+,PRR20A,1,ENSG00000204919
chr13,57722009,57723695,+,PRR20B,1,ENSG00000204918
chr13,57728582,57730268,+,PRR20C,1,ENSG00000229665
chr13,57735153,57736839,+,PRR20D,1,ENSG00000227151
chr13,57741718,57743404,+,PRR20E,2,ENSG00000234278
chr13,58206681,58299428,+,PCDH17,2,ENSG00000118946
chr13,60240718,60737900,-,DIAPH3,6,ENSG00000139734
chr13,60971499,61141775,+,TDRD3,6,ENSG00000083544
chr13,61985376,61989291,-,PCDH20,2,ENSG00000197991
chr13,64320934,64321323,+,AL445989.1,1,ENSG00000226974
chr13,66878787,67802572,-,PCDH9,5,ENSG00000184226
chr13,70275834,70681831,-,KLHL1,2,ENSG00000150361
chr13,72014787,72440907,-,DACH1,4,ENSG00000165659
chr13,73284460,73301740,-,MZT1,1,ENSG00000204899
chr13,73302061,73329354,+,BORA,3,ENSG00000136122
chr13,73333933,73355970,-,DIS3,4,ENSG00000083520
chr13,73357608,73590057,+,PIBF1,1,ENSG00000083535
chr13,73633466,73650024,+,KLF5,2,ENSG00000102554
chr13,74269627,74569159,-,KLF12,2,ENSG00000118922
chr13,74988682,74992947,-,AL355390.1,1,ENSG00000177596
chr13,75860928,76055903,-,TBC1D4,5,ENSG00000136111
chr13,76100725,76111941,-,COMMD6,5,ENSG00000188243
chr13,76123957,76179948,+,UCHL3,2,ENSG00000118939
chr13,76195830,76432149,+,LMO7,18,ENSG00000136153
chr13,76445263,76457238,+,C13orf45,1,ENSG00000178734
chr13,77459306,77460283,-,KCTD12,2,ENSG00000178695
chr13,77522694,77532120,+,IRG1,2,ENSG00000102794
chr13,77566087,77575104,+,CLN5,1,ENSG00000102805
chr13,77581280,77595995,-,FBXL3,2,ENSG00000005812
chr13,77619513,77900910,-,MYCBP2,5,ENSG00000005810
chr13,78130011,78218409,+,SCEL,4,ENSG00000136155
chr13,78272049,78337355,+,SLAIN1,16,ENSG00000139737
chr13,78470577,78493750,-,EDNRB,3,ENSG00000136160
chr13,79175550,79177461,-,POU4F1,1,ENSG00000152192
chr13,79189715,79233255,-,RNF219,1,ENSG00000152193
chr13,79889105,79979909,-,RBM26,4,ENSG00000139746
chr13,80055339,80125255,+,NDFIP2,3,ENSG00000102471
chr13,80910893,80911840,-,SPRY2,3,ENSG00000136158
chr13,84453552,84455642,-,SLITRK1,1,ENSG00000178235
chr13,86368118,86370643,-,SLITRK6,1,ENSG00000184564
chr13,88325735,88330520,+,SLITRK5,2,ENSG00000165300
chr13,92051301,93518692,+,GPC5,1,ENSG00000179399
chr13,93879710,95055471,+,GPC6,1,ENSG00000183098
chr13,95092152,95131509,-,DCT,3,ENSG00000080166
chr13,95227036,95248390,-,TGDS,1,ENSG00000088451
chr13,95254182,95279425,+,GPR180,1,ENSG00000152749
chr13,95363473,95364303,-,SOX21,1,ENSG00000125285
chr13,95673829,95953568,-,ABCC4,5,ENSG00000125257
chr13,96086088,96230268,+,CLDN10,3,ENSG00000134873
chr13,96234488,96294283,-,DZIP1,5,ENSG00000134874
chr13,96329510,96443284,+,DNAJC3,2,ENSG00000102580
chr13,96454044,96705566,-,UGGT2,4,ENSG00000102595
chr13,96743117,97485452,+,HS6ST3,1,ENSG00000185352
chr13,97639000,97640013,-,OXGR1,4,ENSG00000165621
chr13,97928490,98043703,+,MBNL2,7,ENSG00000139793
chr13,98086725,98116696,+,RAP2A,2,ENSG00000125249
chr13,98606150,98674076,+,IPO5,22,ENSG00000065150
chr13,98828417,98829490,-,RNF113B,1,ENSG00000139797
chr13,98865497,99100571,+,FARP1,9,ENSG00000152767
chr13,99105427,99229040,-,STK24,6,ENSG00000102572
chr13,99336978,99404852,-,SLC15A1,1,ENSG00000088386
chr13,99446880,99738605,-,DOCK9,11,ENSG00000088387
chr13,99853163,100037589,+,UBAC2,4,ENSG00000134882
chr13,99907131,99908126,-,GPR18,4,ENSG00000125245
chr13,99947314,99948399,-,GPR183,1,ENSG00000169508
chr13,100153861,100215012,+,TM9SF2,1,ENSG00000125304
chr13,100258950,100543667,+,CLYBL,9,ENSG00000125246
chr13,100617631,100623929,-,ZIC5,1,ENSG00000139800
chr13,100634319,100637936,+,ZIC2,1,ENSG00000043355
chr13,100741375,101182420,+,PCCA,8,ENSG00000175198
chr13,101184384,101184845,-,GGACT,6,ENSG00000134864
chr13,101257248,101322616,-,TMTC4,6,ENSG00000125247
chr13,101707647,102051477,-,NALCN,3,ENSG00000102452
chr13,102105185,102368004,+,ITGBL1,4,ENSG00000198542
chr13,102375181,103054028,-,FGF14,2,ENSG00000102466
chr13,103249389,103330666,+,TPP2,2,ENSG00000134900
chr13,103338381,103346848,-,METTL21C,1,ENSG00000139780
chr13,103381801,103389159,-,CCDC168,1,ENSG00000175820
chr13,103418751,103422376,-,TEX30,6,ENSG00000151287
chr13,103436845,103451020,-,KDELC1,1,ENSG00000134901
chr13,103459618,103492215,+,BIVM,3,ENSG00000134897
chr13,103459704,103524748,+,BIVM-ERCC5,1,ENSG00000270181
chr13,103498617,103528253,+,ERCC5,4,ENSG00000134899
chr13,103698483,103718599,-,SLC10A2,1,ENSG00000125255
chr13,106118638,106142430,+,DAOA,10,ENSG00000182346
chr13,107145388,107187312,-,EFNB2,1,ENSG00000125266
chr13,107196344,107220267,-,ARGLU1,3,ENSG00000134884
chr13,107822845,108518944,-,FAM155A,1,ENSG00000204442
chr13,108860881,108863616,-,LIG4,3,ENSG00000174405
chr13,108881567,108882580,+,ABHD13,1,ENSG00000139826
chr13,108922244,108959286,+,TNFSF13B,3,ENSG00000102524
chr13,109318272,109859184,+,MYO16,5,ENSG00000041515
chr13,110408651,110438400,-,IRS2,1,ENSG00000185950
chr13,110802710,110959374,-,COL4A1,2,ENSG00000187498
chr13,110960251,111164538,+,COL4A2,2,ENSG00000134871
chr13,111176012,111213866,-,RAB20,1,ENSG00000139832
chr13,111267893,111290875,+,CARKD,4,ENSG00000213995
chr13,111293884,111358440,-,CARS2,6,ENSG00000134905
chr13,111365321,111372279,+,ING1,4,ENSG00000153487
chr13,111521643,111522137,-,LINC00346,1,ENSG00000255874
chr13,111531984,111567281,-,ANKRD10,5,ENSG00000088448
chr13,111767874,111955460,+,ARHGEF7,17,ENSG00000102606
chr13,111968558,111996470,+,TEX29,2,ENSG00000153495
chr13,112278343,112324773,+,RP11-65D24.2,1,ENSG00000204398
chr13,112721973,112723148,+,SOX1,1,ENSG00000182968
chr13,113030700,113088863,+,SPACA7,4,ENSG00000153498
chr13,113140307,113242294,-,TUBGCP3,2,ENSG00000126216
chr13,113333694,113337694,+,C13orf35,1,ENSG00000197595
chr13,113344731,113536378,+,ATP11A,8,ENSG00000068650
chr13,113556517,113751173,+,MCF2L,26,ENSG00000126217
chr13,113755563,113756608,-,AL137002.1,1,ENSG00000268130
chr13,113760111,113773322,+,F7,4,ENSG00000057593
chr13,113777170,113803831,+,F10,4,ENSG00000126218
chr13,113812975,113826419,+,PROZ,2,ENSG00000126231
chr13,113832512,113862948,-,PCID2,7,ENSG00000126226
chr13,113863942,113917896,+,CUL4A,4,ENSG00000139842
chr13,113951750,113976736,+,LAMP1,2,ENSG00000185896
chr13,113978803,114018366,-,GRTP1,3,ENSG00000139835
chr13,114077137,114107752,-,ADPRHL1,3,ENSG00000153531
chr13,114112344,114145126,-,DCUN1D2,9,ENSG00000150401
chr13,114149897,114203968,+,TMCO3,2,ENSG00000150403
chr13,114240153,114294582,+,TFDP1,5,ENSG00000198176
chr13,114303689,114312459,-,ATP4B,1,ENSG00000186009
chr13,114321702,114438336,+,GRK1,1,ENSG00000185974
chr13,114462243,114514876,+,TMEM255B,2,ENSG00000184497
chr13,114523837,114566893,-,GAS6,5,ENSG00000183087
chr13,114748758,114897964,-,RASA3,3,ENSG00000185989
chr13,115000560,115037918,+,CDC16,7,ENSG00000130177
chr13,115047115,115070392,+,UPF3A,2,ENSG00000169062
chr13,115089318,115091756,+,CHAMP1,2,ENSG00000198824
chr14,19377594,19378574,+,OR11H12,1,ENSG00000257115
chr14,19553417,19583088,+,POTEG,3,ENSG00000222036
chr14,19990548,20020220,-,POTEM,3,ENSG00000187537
chr14,20215587,20216528,+,OR4Q3,1,ENSG00000182652
chr14,20248482,20249423,+,OR4M1,1,ENSG00000176299
chr14,20295608,20296531,+,OR4N2,4,ENSG00000176294
chr14,20344427,20345371,+,OR4K2,1,ENSG00000165762
chr14,20388766,20389737,+,OR4K5,1,ENSG00000176281
chr14,20403826,20404761,+,OR4K1,1,ENSG00000155249
chr14,20443678,20444724,+,OR4K15,1,ENSG00000169488
chr14,20470322,20471265,+,OR4Q2,1,ENSG00000196383
chr14,20482420,20483352,-,OR4K14,1,ENSG00000169484
chr14,20502003,20502917,-,OR4K13,1,ENSG00000176253
chr14,20528204,20529142,+,OR4L1,1,ENSG00000176246
chr14,20585566,20586597,+,OR4K17,1,ENSG00000176230
chr14,20611895,20612821,+,OR4N5,1,ENSG00000184394
chr14,20665495,20666532,+,OR11G2,1,ENSG00000196832
chr14,20691869,20692861,+,OR11H6,1,ENSG00000176219
chr14,20697561,20698500,+,OR11H7,1,ENSG00000258806
chr14,20710951,20711925,+,OR11H4,1,ENSG00000176198
chr14,20757786,20774096,-,TTC5,4,ENSG00000136319
chr14,20779709,20788502,-,CCNB1IP1,12,ENSG00000100814
chr14,20811801,20825956,+,PARP2,5,ENSG00000129484
chr14,20836596,20876598,-,TEP1,11,ENSG00000129566
chr14,20897008,20898834,-,KLHL33,1,ENSG00000185271
chr14,20915399,20922842,-,OSGEP,7,ENSG00000092094
chr14,20923805,20925667,+,APEX1,14,ENSG00000100823
chr14,20926491,20929484,-,TMEM55B,5,ENSG00000165782
chr14,20937684,20944760,+,PNP,4,ENSG00000198805
chr14,20974100,20979281,+,RNASE10,2,ENSG00000182545
chr14,21024611,21025242,-,RNASE9,10,ENSG00000188655
chr14,21052034,21052633,-,RNASE11,11,ENSG00000173464
chr14,21058439,21058882,-,RNASE12,1,ENSG00000258436
chr14,21108855,21109850,-,OR6S1,1,ENSG00000181803
chr14,21161724,21162167,+,ANG,2,ENSG00000214274
chr14,21167531,21167974,+,RNASE4,4,ENSG00000258818
chr14,21215740,21216183,+,EDDM3A,1,ENSG00000181562
chr14,21238310,21238753,+,EDDM3B,1,ENSG00000181552
chr14,21249859,21250311,+,RNASE6,1,ENSG00000169413
chr14,21269757,21270227,-,RNASE1,5,ENSG00000129538
chr14,21359846,21360328,+,RNASE3,1,ENSG00000169397
chr14,21423931,21424416,+,RNASE2,1,ENSG00000169385
chr14,21458162,21465049,+,METTL17,11,ENSG00000165792
chr14,21467606,21469738,+,SLC39A2,2,ENSG00000165794
chr14,21485038,21539010,-,NDRG2,61,ENSG00000165795
chr14,21498741,21504433,+,TPPP2,7,ENSG00000179636
chr14,21501079,21502042,+,RP11-998D10.1,1,ENSG00000255472
chr14,21501977,21502447,-,RNASE13,1,ENSG00000206150
chr14,21511152,21511622,+,RNASE7,2,ENSG00000165799
chr14,21526052,21526516,+,RNASE8,1,ENSG00000173431
chr14,21538556,21557030,+,ARHGEF40,5,ENSG00000165801
chr14,21558695,21567010,-,ZNF219,10,ENSG00000165804
chr14,21569503,21571417,+,TMEM253,3,ENSG00000232070
chr14,21623096,21624184,-,OR5AU1,1,ENSG00000169327
chr14,21679382,21702352,-,HNRNPC,28,ENSG00000092199
chr14,21756136,21819375,+,RPGRIP1,12,ENSG00000092200
chr14,21820832,21852086,-,SUPT16H,4,ENSG00000092201
chr14,21853772,21905155,-,CHD8,7,ENSG00000100888
chr14,21929355,21945031,-,RAB2B,2,ENSG00000129472
chr14,21944814,21964764,+,TOX4,8,ENSG00000092203
chr14,21966402,21979365,-,METTL3,7,ENSG00000165819
chr14,21990142,22005055,-,SALL2,7,ENSG00000165821
chr14,22037934,22038875,-,OR10G3,1,ENSG00000169208
chr14,22090057,22090720,+,TRAV1-1,1,ENSG00000255569
chr14,22102066,22102998,-,OR10G2,1,ENSG00000255582
chr14,22111193,22111798,+,TRAV1-2,1,ENSG00000256553
chr14,22133297,22134238,+,OR4E2,1,ENSG00000221977
chr14,22180554,22181066,+,TRAV2,1,ENSG00000211776
chr14,22192136,22192568,+,TRAV3,1,ENSG00000211777
chr14,22204501,22205264,+,TRAV4,1,ENSG00000211778
chr14,22217474,22217989,+,TRAV5,1,ENSG00000211779
chr14,22236736,22237320,+,TRAV6,1,ENSG00000211780
chr14,22251210,22251720,+,TRAV7,1,ENSG00000211781
chr14,22265591,22266058,+,TRAV8-1,1,ENSG00000211782
chr14,22279674,22280149,+,TRAV9-1,1,ENSG00000211783
chr14,22293672,22294239,+,TRAV10,1,ENSG00000211784
chr14,22309425,22309956,+,TRAV12-1,1,ENSG00000211785
chr14,22314944,22315403,+,TRAV8-2,1,ENSG00000211786
chr14,22320735,22321183,+,TRAV8-3,1,ENSG00000211787
chr14,22337043,22337546,+,TRAV13-1,1,ENSG00000211788
chr14,22356142,22356682,+,TRAV12-2,1,ENSG00000211789
chr14,22362741,22363210,+,TRAV8-4,1,ENSG00000211790
chr14,22386433,22386931,+,TRAV13-2,1,ENSG00000211791
chr14,22392314,22392827,+,TRAV14DV4,1,ENSG00000211792
chr14,22409369,22409848,+,TRAV9-2,1,ENSG00000211793
chr14,22433736,22434290,+,TRAV12-3,1,ENSG00000211794
chr14,22446919,22447360,+,TRAV8-6,1,ENSG00000211795
chr14,22458735,22459177,+,TRAV16,1,ENSG00000211796
chr14,22465925,22466407,+,TRAV17,1,ENSG00000211797
chr14,22471450,22471912,+,TRAV18,1,ENSG00000211798
chr14,22475868,22476420,+,TRAV19,1,ENSG00000211799
chr14,22508909,22509399,+,TRAV20,1,ENSG00000211800
chr14,22520780,22521315,+,TRAV21,1,ENSG00000211801
chr14,22538953,22539471,+,TRAV22,1,ENSG00000211802
chr14,22554729,22555238,+,TRAV23DV6,1,ENSG00000211803
chr14,22564327,22564896,+,TRDV1,1,ENSG00000211804
chr14,22573620,22574123,+,TRAV24,1,ENSG00000211805
chr14,22580376,22580984,+,TRAV25,1,ENSG00000211806
chr14,22591485,22592243,+,TRAV26-1,1,ENSG00000211807
chr14,22600515,22600996,+,TRAV8-7,1,ENSG00000211808
chr14,22616046,22616587,+,TRAV27,1,ENSG00000211809
chr14,22631245,22631766,+,TRAV29DV5,1,ENSG00000211810
chr14,22636325,22636884,+,TRAV30,1,ENSG00000259092
chr14,22670477,22671262,+,TRAV26-2,1,ENSG00000211812
chr14,22675430,22676025,+,TRAV34,1,ENSG00000211813
chr14,22689792,22690371,+,TRAV35,1,ENSG00000211814
chr14,22694657,22695149,+,TRAV36DV7,1,ENSG00000211815
chr14,22739854,22740446,+,TRAV38-1,1,ENSG00000211816
chr14,22749034,22749631,+,TRAV38-2DV8,1,ENSG00000211817
chr14,22771939,22772438,+,TRAV39,1,ENSG00000211818
chr14,22782922,22783351,+,TRAV40,1,ENSG00000211819
chr14,22788620,22789123,+,TRAV41,1,ENSG00000211820
chr14,22891537,22892033,+,TRDV2,1,ENSG00000211821
chr14,22907539,22907546,+,TRDD1,1,ENSG00000223997
chr14,22907999,22908007,+,TRDD2,1,ENSG00000237235
chr14,22918105,22918117,+,TRDD3,1,ENSG00000228985
chr14,22919081,22919131,+,TRDJ1,1,ENSG00000211825
chr14,22924241,22924288,+,TRDJ4,1,ENSG00000211826
chr14,22925681,22925734,+,TRDJ2,1,ENSG00000211827
chr14,22928090,22928148,+,TRDJ3,1,ENSG00000211828
chr14,22931924,22933314,+,TRDC,1,ENSG00000211829
chr14,22938033,22938606,-,TRDV3,1,ENSG00000256590
chr14,22944306,22944365,+,TRAJ61,1,ENSG00000211831
chr14,22945543,22945596,+,TRAJ59,1,ENSG00000211832
chr14,22946696,22946758,+,TRAJ58,1,ENSG00000211833
chr14,22947861,22947923,+,TRAJ57,1,ENSG00000211834
chr14,22948510,22948571,+,TRAJ56,1,ENSG00000211835
chr14,22951276,22951335,+,TRAJ54,1,ENSG00000211836
chr14,22951993,22952058,+,TRAJ53,1,ENSG00000211837
chr14,22955216,22955284,+,TRAJ52,1,ENSG00000211838
chr14,22957581,22957640,+,TRAJ50,1,ENSG00000211839
chr14,22958476,22958531,+,TRAJ49,1,ENSG00000211840
chr14,22959479,22959541,+,TRAJ48,1,ENSG00000211841
chr14,22961838,22961894,+,TRAJ47,1,ENSG00000211842
chr14,22962389,22962451,+,TRAJ46,1,ENSG00000211843
chr14,22962911,22962976,+,TRAJ45,1,ENSG00000211844
chr14,22963806,22963868,+,TRAJ44,1,ENSG00000211845
chr14,22964896,22964949,+,TRAJ43,1,ENSG00000211846
chr14,22965872,22965937,+,TRAJ42,1,ENSG00000211847
chr14,22966642,22966703,+,TRAJ41,1,ENSG00000211848
chr14,22968672,22968732,+,TRAJ40,1,ENSG00000211849
chr14,22970585,22970647,+,TRAJ39,1,ENSG00000211850
chr14,22971215,22971276,+,TRAJ38,1,ENSG00000211851
chr14,22972735,22972797,+,TRAJ37,1,ENSG00000211852
chr14,22974096,22974155,+,TRAJ36,1,ENSG00000211853
chr14,22975629,22975687,+,TRAJ35,1,ENSG00000211854
chr14,22976651,22976708,+,TRAJ34,1,ENSG00000211855
chr14,22977587,22977643,+,TRAJ33,1,ENSG00000211856
chr14,22978325,22978390,+,TRAJ32,1,ENSG00000211857
chr14,22979951,22980007,+,TRAJ31,1,ENSG00000211858
chr14,22981834,22981890,+,TRAJ30,1,ENSG00000211859
chr14,22982921,22982980,+,TRAJ29,1,ENSG00000211860
chr14,22984601,22984666,+,TRAJ28,1,ENSG00000211861
chr14,22985251,22985309,+,TRAJ27,1,ENSG00000211862
chr14,22987424,22987483,+,TRAJ26,1,ENSG00000211863
chr14,22987790,22987849,+,TRAJ25,1,ENSG00000211864
chr14,22988947,22989009,+,TRAJ24,1,ENSG00000211865
chr14,22989394,22989456,+,TRAJ23,1,ENSG00000211866
chr14,22991016,22991078,+,TRAJ22,1,ENSG00000211867
chr14,22992573,22992627,+,TRAJ21,1,ENSG00000211868
chr14,22993296,22993352,+,TRAJ20,1,ENSG00000211869
chr14,22994233,22994292,+,TRAJ19,1,ENSG00000211870
chr14,22994620,22994685,+,TRAJ18,1,ENSG00000211871
chr14,22995812,22995874,+,TRAJ17,1,ENSG00000211872
chr14,22997487,22997546,+,TRAJ16,1,ENSG00000211873
chr14,22999278,22999329,+,TRAJ14,1,ENSG00000211875
chr14,23000026,23000088,+,TRAJ13,1,ENSG00000211876
chr14,23000889,23000948,+,TRAJ12,1,ENSG00000211877
chr14,23001452,23001511,+,TRAJ11,1,ENSG00000211878
chr14,23002445,23002508,+,TRAJ10,1,ENSG00000211879
chr14,23004502,23004562,+,TRAJ9,1,ENSG00000211880
chr14,23005092,23005151,+,TRAJ8,1,ENSG00000211881
chr14,23006567,23006625,+,TRAJ7,1,ENSG00000211882
chr14,23008016,23008077,+,TRAJ6,1,ENSG00000211883
chr14,23009190,23009249,+,TRAJ5,1,ENSG00000211884
